Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lblTrfMontoTitulo""))",Chrome 111.0.0.0,,,2023-03-30 16:23:50,2023-03-30 16:23:53,"3,016s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/inpTrfMonto""))",Chrome 111.0.0.0,,,2023-03-30 16:23:53,2023-03-30 16:23:54,"0,402s",PASSED
"sendKeys(findTestObject(""Object Repository/04-Transferencias/inpTrfMonto""), vValorMonto)",Chrome 111.0.0.0,,,2023-03-30 16:23:54,2023-03-30 16:23:54,"0,363s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfSeleccionTitularidad""))",Chrome 111.0.0.0,,,2023-03-30 16:23:54,2023-03-30 16:23:55,"0,451s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTitularidadTexto""))",Chrome 111.0.0.0,,,2023-03-30 16:23:55,2023-03-30 16:23:55,"0,434s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/btnContinuar""))",Chrome 111.0.0.0,,,2023-03-30 16:23:55,2023-03-30 16:23:56,"0,604s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/btnTrfConfirmar""))",Chrome 111.0.0.0,,,2023-03-30 16:23:56,2023-03-30 16:23:57,"1,751s",PASSED
"setText(findTestObject(""Object Repository/04-Transferencias/inpTrfClaveBypass""), vClaveBypass)",Chrome 111.0.0.0,,,2023-03-30 16:23:57,2023-03-30 16:23:58,"0,745s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/btnTrfConfirmarBypass""))",Chrome 111.0.0.0,,,2023-03-30 16:23:58,2023-03-30 16:23:59,"0,465s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/txtTrfBeneficiarioDestino""))",Chrome 111.0.0.0,,,2023-03-30 16:23:59,2023-03-30 16:24:02,"3,808s",PASSED
Start tear down : fPassScript,Chrome 111.0.0.0,,,2023-03-30 16:24:02,2023-03-30 16:24:34,"31,279s",PASSED
,,,,,,,
Test Cases/04-Transferencias/TRF03-Transferencia Terceros Credicoop Pesos POS,Chrome 111.0.0.0,,,2023-03-30 16:24:34,2023-03-30 16:26:03,"1m - 29,043s",PASSED
"vTipoTrf = ""Terceros""",Chrome 111.0.0.0,,,2023-03-30 16:24:34,2023-03-30 16:24:34,"0,000s",PASSED
"vValorMonto = ""1""",Chrome 111.0.0.0,,,2023-03-30 16:24:34,2023-03-30 16:24:34,"0,001s",PASSED
"vClaveBypass = ""Testing7""",Chrome 111.0.0.0,,,2023-03-30 16:24:34,2023-03-30 16:24:34,"0,000s",PASSED
"pkgUtilities.kwyUtility.Server(""Internet"")",Chrome 111.0.0.0,,,2023-03-30 16:24:34,2023-03-30 16:24:36,"1,405s",PASSED
"pkgUtilities.kwyUtility.Login(Cliente1DNI, Cliente1Clave, Cliente1Usuario)",Chrome 111.0.0.0,,,2023-03-30 16:24:36,2023-03-30 16:24:47,"11,003s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/02-Dashboard/lnkDsbTransferencias""))",Chrome 111.0.0.0,,,2023-03-30 16:24:47,2023-03-30 16:25:07,"20,660s",PASSED
"click(findTestObject(""Object Repository/02-Dashboard/lnkDsbTransferencias""))",Chrome 111.0.0.0,,,2023-03-30 16:25:07,2023-03-30 16:25:08,"0,427s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lnkTrfAgendaBeneficiario""))",Chrome 111.0.0.0,,,2023-03-30 16:25:08,2023-03-30 16:25:14,"6,126s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lnkTrfAgendaBeneficiario""))",Chrome 111.0.0.0,,,2023-03-30 16:25:14,2023-03-30 16:25:14,"0,396s",PASSED
"setText(findTestObject(""Object Repository/04-Transferencias/inpTrfBuscarBeneficiarioTipo""), vTipoTrf)",Chrome 111.0.0.0,,,2023-03-30 16:25:14,2023-03-30 16:25:17,"2,938s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lnkTrfBeneficiarioPropia""))",Chrome 111.0.0.0,,,2023-03-30 16:25:17,2023-03-30 16:25:19,"1,382s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lnkTrfIniciarTransferencia""))",Chrome 111.0.0.0,,,2023-03-30 16:25:19,2023-03-30 16:25:20,"1,003s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/lblTrfMontoTitulo""))",Chrome 111.0.0.0,,,2023-03-30 16:25:20,2023-03-30 16:25:22,"2,709s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/inpTrfMonto""))",Chrome 111.0.0.0,,,2023-03-30 16:25:22,2023-03-30 16:25:23,"0,544s",PASSED
"sendKeys(findTestObject(""Object Repository/04-Transferencias/inpTrfMonto""), vValorMonto)",Chrome 111.0.0.0,,,2023-03-30 16:25:23,2023-03-30 16:25:23,"0,358s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTrfSeleccionTitularidad""))",Chrome 111.0.0.0,,,2023-03-30 16:25:23,2023-03-30 16:25:24,"0,456s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/lblTitularidadTexto""))",Chrome 111.0.0.0,,,2023-03-30 16:25:24,2023-03-30 16:25:24,"0,428s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/btnContinuar""))",Chrome 111.0.0.0,,,2023-03-30 16:25:24,2023-03-30 16:25:25,"0,587s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/btnTrfConfirmar""))",Chrome 111.0.0.0,,,2023-03-30 16:25:25,2023-03-30 16:25:26,"1,636s",PASSED
"setText(findTestObject(""Object Repository/04-Transferencias/inpTrfClaveBypass""), vClaveBypass)",Chrome 111.0.0.0,,,2023-03-30 16:25:26,2023-03-30 16:25:27,"0,762s",PASSED
"click(findTestObject(""Object Repository/04-Transferencias/btnTrfConfirmarBypass""))",Chrome 111.0.0.0,,,2023-03-30 16:25:27,2023-03-30 16:25:28,"0,476s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/04-Transferencias/txtTrfBeneficiarioDestino""))",Chrome 111.0.0.0,,,2023-03-30 16:25:28,2023-03-30 16:25:32,"3,973s",PASSED
Start tear down : fPassScript,Chrome 111.0.0.0,,,2023-03-30 16:25:32,2023-03-30 16:26:03,"31,239s",PASSED
